step,K,U,E
2018,0.0113053016,-0.0485813552,-0.0372760536
2019,0.0113208303,-0.0485970767,-0.0372762464
2020,0.0113363786,-0.0486123563,-0.0372759778
2021,0.0113519462,-0.0486275993,-0.0372756531
2022,0.0113675329,-0.0486422642,-0.0372747313
2023,0.0113831392,-0.0486589830,-0.0372758438
2024,0.0113987654,-0.0486742276,-0.0372754622
2025,0.0114144115,-0.0486909966,-0.0372765852
2026,0.0114300774,-0.0487064053,-0.0372763279
2027,0.0114457629,-0.0487214823,-0.0372757194
2028,0.0114614680,-0.0487375170,-0.0372760490
2029,0.0114771929,-0.0487530957,-0.0372759028
2030,0.0114929374,-0.0487684417,-0.0372755042
2031,0.0115087020,-0.0487851969,-0.0372764949
2032,0.0115244863,-0.0487997969,-0.0372753105
2033,0.0115402901,-0.0488151039,-0.0372748138
2034,0.0115561140,-0.0488321317,-0.0372760177
2035,0.0115719581,-0.0488473651,-0.0372754070
2036,0.0115878223,-0.0488643968,-0.0372765745
2037,0.0116037067,-0.0488799846,-0.0372762779
2038,0.0116196110,-0.0488953988,-0.0372757878
2039,0.0116355355,-0.0489122638,-0.0372767283
2040,0.0116514802,-0.0489275491,-0.0372760690
2041,0.0116674445,-0.0489421490,-0.0372747046
2042,0.0116834288,-0.0489591457,-0.0372757169
2043,0.0116994335,-0.0489746254,-0.0372751918
2044,0.0117154586,-0.0489918813,-0.0372764227
2045,0.0117315042,-0.0490072781,-0.0372757740
2046,0.0117475697,-0.0490229645,-0.0372753948
2047,0.0117636556,-0.0490395362,-0.0372758806
2048,0.0117797620,-0.0490552159,-0.0372754540
2049,0.0117958889,-0.0490720930,-0.0372762042
2050,0.0118120363,-0.0490878287,-0.0372757925
2051,0.0118282043,-0.0491049864,-0.0372767821
2052,0.0118443929,-0.0491204374,-0.0372760446
2053,0.0118606016,-0.0491361025,-0.0372755009
2054,0.0118768310,-0.0491531011,-0.0372762701
2055,0.0118930811,-0.0491688004,-0.0372757193
2056,0.0119093519,-0.0491858380,-0.0372764861
2057,0.0119256434,-0.0492016239,-0.0372759805
2058,0.0119419552,-0.0492173210,-0.0372753658
2059,0.0119582878,-0.0492342151,-0.0372759273
2060,0.0119746416,-0.0492515232,-0.0372768815
2061,0.0119910163,-0.0492669520,-0.0372759356
2062,0.0120074114,-0.0492827756,-0.0372753642
2063,0.0120238274,-0.0492999259,-0.0372760985
2064,0.0120402643,-0.0493159135,-0.0372756492
2065,0.0120567221,-0.0493327949,-0.0372760729
2066,0.0120732008,-0.0493485894,-0.0372753886
2067,0.0120897005,-0.0493656376,-0.0372759371
2068,0.0121062212,-0.0493814321,-0.0372752109
2069,0.0121227632,-0.0493993294,-0.0372765662
2070,0.0121393266,-0.0494154336,-0.0372761071
2071,0.0121559110,-0.0494325416,-0.0372766305
2072,0.0121725167,-0.0494484205,-0.0372759038
2073,0.0121891434,-0.0494657992,-0.0372766558
2074,0.0122057914,-0.0494814813,-0.0372756899
2075,0.0122224605,-0.0494988373,-0.0372763767
2076,0.0122391510,-0.0495147381,-0.0372755872
2077,0.0122558626,-0.0495321053,-0.0372762427
2078,0.0122725955,-0.0495476958,-0.0372751003
2079,0.0122893500,-0.0495658529,-0.0372765029
2080,0.0123061261,-0.0495816776,-0.0372755515
2081,0.0123229235,-0.0495989384,-0.0372760149
2082,0.0123397424,-0.0496150781,-0.0372753357
2083,0.0123565830,-0.0496333631,-0.0372767801
2084,0.0123734453,-0.0496492326,-0.0372757872
2085,0.0123903291,-0.0496666154,-0.0372762862
2086,0.0124072345,-0.0496824573,-0.0372752229
2087,0.0124241613,-0.0496998570,-0.0372756957
2088,0.0124411098,-0.0497160183,-0.0372749086
2089,0.0124580801,-0.0497342849,-0.0372762048
2090,0.0124750724,-0.0497501913,-0.0372751189
2091,0.0124920863,-0.0497675264,-0.0372754401
2092,0.0125091226,-0.0497858722,-0.0372767496
2093,0.0125261809,-0.0498019248,-0.0372757439
2094,0.0125432610,-0.0498195581,-0.0372762972
2095,0.0125603628,-0.0498356719,-0.0372753091
2096,0.0125774865,-0.0498530094,-0.0372755229
2097,0.0125946322,-0.0498699860,-0.0372753538
2098,0.0126118001,-0.0498873413,-0.0372755411
2099,0.0126289906,-0.0499059096,-0.0372769189
2100,0.0126462034,-0.0499220375,-0.0372758341
2101,0.0126634381,-0.0499397511,-0.0372763130
2102,0.0126806947,-0.0499557974,-0.0372751027
2103,0.0126979737,-0.0499741648,-0.0372761912
2104,0.0127152749,-0.0499902190,-0.0372749441
2105,0.0127325985,-0.0500089398,-0.0372763413
2106,0.0127499450,-0.0500266544,-0.0372767094
2107,0.0127673135,-0.0500425763,-0.0372752628
2108,0.0127847043,-0.0500602815,-0.0372755773
2109,0.0128021175,-0.0500772637,-0.0372751462
2110,0.0128195534,-0.0500957285,-0.0372761751
2111,0.0128370124,-0.0501136585,-0.0372766462
2112,0.0128544936,-0.0501298763,-0.0372753827
2113,0.0128719971,-0.0501474165,-0.0372754193
2114,0.0128895233,-0.0501645519,-0.0372750286
2115,0.0129070723,-0.0501830312,-0.0372759589
2116,0.0129246445,-0.0502010463,-0.0372764017
2117,0.0129422392,-0.0502171870,-0.0372749478
2118,0.0129598566,-0.0502358845,-0.0372760280
2119,0.0129774972,-0.0502534024,-0.0372759052
2120,0.0129951606,-0.0502707805,-0.0372756199
2121,0.0130128468,-0.0502887302,-0.0372758834
2122,0.0130305562,-0.0503065732,-0.0372760170
2123,0.0130482884,-0.0503236799,-0.0372753916
2124,0.0130660437,-0.0503422956,-0.0372762518
2125,0.0130838226,-0.0503601309,-0.0372763083
2126,0.0131016241,-0.0503766677,-0.0372750436
2127,0.0131194486,-0.0503954684,-0.0372760197
2128,0.0131372970,-0.0504140223,-0.0372767253
2129,0.0131551684,-0.0504304441,-0.0372752757
2130,0.0131730629,-0.0504492039,-0.0372761410
2131,0.0131909813,-0.0504682239,-0.0372772426
2132,0.0132089229,-0.0504845824,-0.0372756595
2133,0.0132268874,-0.0505024634,-0.0372755759
2134,0.0132448757,-0.0505213111,-0.0372764354
2135,0.0132628875,-0.0505384847,-0.0372755973
2136,0.0132809225,-0.0505565844,-0.0372756619
2137,0.0132989811,-0.0505746940,-0.0372757129
2138,0.0133170634,-0.0505928682,-0.0372758049
2139,0.0133351693,-0.0506108745,-0.0372757053
2140,0.0133532988,-0.0506288972,-0.0372755984
2141,0.0133714518,-0.0506464100,-0.0372749582
2142,0.0133896285,-0.0506653654,-0.0372757369
2143,0.0134078293,-0.0506833307,-0.0372755014
2144,0.0134260542,-0.0507023781,-0.0372763239
2145,0.0134443030,-0.0507196415,-0.0372753386
2146,0.0134625753,-0.0507381757,-0.0372756004
2147,0.0134808719,-0.0507569479,-0.0372760760
2148,0.0134991929,-0.0507760974,-0.0372769044
2149,0.0135175377,-0.0507925040,-0.0372749664
2150,0.0135359061,-0.0508115325,-0.0372756264
2151,0.0135542991,-0.0508307792,-0.0372764801
2152,0.0135727160,-0.0508474156,-0.0372746997
2153,0.0135911566,-0.0508663042,-0.0372751476
2154,0.0136096219,-0.0508853839,-0.0372757619
2155,0.0136281117,-0.0509035952,-0.0372754835
2156,0.0136466262,-0.0509239807,-0.0372773545
2157,0.0136651651,-0.0509406327,-0.0372754676
2158,0.0136837280,-0.0509597020,-0.0372759740
2159,0.0137023157,-0.0509788130,-0.0372764973
2160,0.0137209274,-0.0509956010,-0.0372746736
2161,0.0137395633,-0.0510149249,-0.0372753616
2162,0.0137582241,-0.0510339898,-0.0372757657
2163,0.0137769096,-0.0510522106,-0.0372753010
2164,0.0137956201,-0.0510721935,-0.0372765734
2165,0.0138143551,-0.0510893152,-0.0372749601
2166,0.0138331144,-0.0511083897,-0.0372752753
2167,0.0138518988,-0.0511277347,-0.0372758358
2168,0.0138707081,-0.0511459155,-0.0372752074
2169,0.0138895425,-0.0511662146,-0.0372766721
2170,0.0139084017,-0.0511831412,-0.0372747395
2171,0.0139272853,-0.0512024072,-0.0372751220
2172,0.0139461941,-0.0512216029,-0.0372754088
2173,0.0139651284,-0.0512409514,-0.0372758231
2174,0.0139840881,-0.0512606321,-0.0372765441
2175,0.0140030723,-0.0512775032,-0.0372744309
2176,0.0140220820,-0.0512993091,-0.0372772270
2177,0.0140411172,-0.0513160451,-0.0372749280
2178,0.0140601773,-0.0513363734,-0.0372761961
2179,0.0140792629,-0.0513550226,-0.0372757596
2180,0.0140983739,-0.0513743951,-0.0372760212
2181,0.0141175105,-0.0513938907,-0.0372763802
2182,0.0141366722,-0.0514117544,-0.0372750821
2183,0.0141558592,-0.0514314704,-0.0372756112
2184,0.0141750715,-0.0514500719,-0.0372750004
2185,0.0141943096,-0.0514704387,-0.0372761291
2186,0.0142135735,-0.0514888735,-0.0372753000
2187,0.0142328632,-0.0515095524,-0.0372766891
2188,0.0142521788,-0.0515279670,-0.0372757882
2189,0.0142715197,-0.0515467206,-0.0372752009
2190,0.0142908860,-0.0515654008,-0.0372745148
2191,0.0143102783,-0.0515857531,-0.0372754748
2192,0.0143296967,-0.0516048604,-0.0372751638
2193,0.0143491411,-0.0516253836,-0.0372762425
2194,0.0143686117,-0.0516440778,-0.0372754662
2195,0.0143881083,-0.0516645226,-0.0372764143
2196,0.0144076312,-0.0516834375,-0.0372758064
2197,0.0144271802,-0.0517038859,-0.0372767058
2198,0.0144467549,-0.0517209690,-0.0372742141
2199,0.0144663559,-0.0517432149,-0.0372768591
2200,0.0144859836,-0.0517615698,-0.0372755863
2201,0.0145056371,-0.0517812427,-0.0372756057
2202,0.0145253170,-0.0518009904,-0.0372756734
2203,0.0145450232,-0.0518206027,-0.0372755794
2204,0.0145647563,-0.0518414988,-0.0372767425
2205,0.0145845158,-0.0518602677,-0.0372757518
2206,0.0146043019,-0.0518808891,-0.0372765872
2207,0.0146241145,-0.0518996511,-0.0372755366
2208,0.0146439538,-0.0519207186,-0.0372767648
2209,0.0146638193,-0.0519378515,-0.0372740322
2210,0.0146837114,-0.0519602011,-0.0372764897
2211,0.0147036305,-0.0519784327,-0.0372748022
2212,0.0147235764,-0.0520000028,-0.0372764263
2213,0.0147435495,-0.0520194041,-0.0372758546
2214,0.0147635495,-0.0520397449,-0.0372761955
2215,0.0147835763,-0.0520591110,-0.0372755347
2216,0.0148036298,-0.0520789834,-0.0372753536
2217,0.0148237103,-0.0520990380,-0.0372753277
2218,0.0148438180,-0.0521197299,-0.0372759119
2219,0.0148639528,-0.0521387301,-0.0372747773
2220,0.0148841146,-0.0521598311,-0.0372757164
2221,0.0149043039,-0.0521799632,-0.0372756592
2222,0.0149245205,-0.0521999412,-0.0372754207
2223,0.0149447645,-0.0522205771,-0.0372758127
2224,0.0149650357,-0.0522398760,-0.0372748403
2225,0.0149853342,-0.0522609180,-0.0372755838
2226,0.0150056606,-0.0522819431,-0.0372762824
2227,0.0150260145,-0.0523010388,-0.0372750243
2228,0.0150463958,-0.0523223173,-0.0372759215
2229,0.0150668051,-0.0523432737,-0.0372764686
2230,0.0150872419,-0.0523623271,-0.0372750852
2231,0.0151077062,-0.0523833414,-0.0372756353
2232,0.0151281983,-0.0524035195,-0.0372753212
2233,0.0151487180,-0.0524238494,-0.0372751314
2234,0.0151692658,-0.0524448208,-0.0372755550
2235,0.0151898415,-0.0524650359,-0.0372751944
2236,0.0152104449,-0.0524854947,-0.0372750498
2237,0.0152310765,-0.0525067078,-0.0372756313
2238,0.0152517371,-0.0525294681,-0.0372777310
2239,0.0152724256,-0.0525469847,-0.0372745591
2240,0.0152931419,-0.0525700330,-0.0372768911
2241,0.0153138867,-0.0525895454,-0.0372756586
2242,0.0153346595,-0.0526103933,-0.0372757338
2243,0.0153554602,-0.0526299467,-0.0372744864
2244,0.0153762897,-0.0526530893,-0.0372767996
2245,0.0153971483,-0.0526734203,-0.0372762720
2246,0.0154180349,-0.0526937795,-0.0372757446
2247,0.0154389500,-0.0527150902,-0.0372761401
2248,0.0154598940,-0.0527366198,-0.0372767257
2249,0.0154808663,-0.0527559471,-0.0372750807
2250,0.0155018669,-0.0527772212,-0.0372753543
2251,0.0155228964,-0.0527987340,-0.0372758376
2252,0.0155439546,-0.0528191407,-0.0372751861
2253,0.0155650418,-0.0528412408,-0.0372761990
2254,0.0155861578,-0.0528609475,-0.0372747898
2255,0.0156073030,-0.0528843270,-0.0372770239
2256,0.0156284777,-0.0529046622,-0.0372761845
2257,0.0156496810,-0.0529253151,-0.0372756341
2258,0.0156709132,-0.0529467742,-0.0372758610
2259,0.0156921748,-0.0529682857,-0.0372761109
2260,0.0157134658,-0.0529897958,-0.0372763300
2261,0.0157347854,-0.0530093200,-0.0372745346
2262,0.0157561345,-0.0530326479,-0.0372765134
2263,0.0157775131,-0.0530526861,-0.0372751730
2264,0.0157989212,-0.0530757676,-0.0372768463
2265,0.0158203592,-0.0530964247,-0.0372760655
2266,0.0158418262,-0.0531173361,-0.0372755098
2267,0.0158633226,-0.0531388810,-0.0372755584
2268,0.0158848487,-0.0531604850,-0.0372756363
2269,0.0159064052,-0.0531837633,-0.0372773581
2270,0.0159279911,-0.0532029769,-0.0372749858
2271,0.0159496062,-0.0532252729,-0.0372756667
2272,0.0159712516,-0.0532470748,-0.0372758232
2273,0.0159929268,-0.0532688377,-0.0372759109
2274,0.0160146320,-0.0532904677,-0.0372758356
2275,0.0160363674,-0.0533124590,-0.0372760916
2276,0.0160581327,-0.0533339430,-0.0372758103
2277,0.0160799281,-0.0533557085,-0.0372757804
2278,0.0161017536,-0.0533773192,-0.0372755656
2279,0.0161236093,-0.0533990923,-0.0372754829
2280,0.0161454953,-0.0534212022,-0.0372757069
2281,0.0161674123,-0.0534447572,-0.0372773448
2282,0.0161893603,-0.0534663914,-0.0372770311
2283,0.0162113379,-0.0534869002,-0.0372755623
2284,0.0162333454,-0.0535085644,-0.0372752190
2285,0.0162553833,-0.0535304349,-0.0372750515
2286,0.0162774524,-0.0535538511,-0.0372763987
2287,0.0162995527,-0.0535760562,-0.0372765035
2288,0.0163216837,-0.0535980011,-0.0372763174
2289,0.0163438453,-0.0536197541,-0.0372759089
2290,0.0163660376,-0.0536422534,-0.0372762158
2291,0.0163882608,-0.0536640458,-0.0372757850
2292,0.0164105146,-0.0536858294,-0.0372753148
2293,0.0164327992,-0.0537077817,-0.0372749825
2294,0.0164551153,-0.0537316013,-0.0372764860
2295,0.0164774624,-0.0537521415,-0.0372746791
2296,0.0164998406,-0.0537757899,-0.0372759492
2297,0.0165222504,-0.0537979492,-0.0372756988
2298,0.0165446914,-0.0538204271,-0.0372757357
2299,0.0165671642,-0.0538440378,-0.0372768736
2300,0.0165896688,-0.0538663563,-0.0372766876
2301,0.0166122046,-0.0538884805,-0.0372762760
2302,0.0166347723,-0.0539123361,-0.0372775638
2303,0.0166573721,-0.0539343826,-0.0372770106
2304,0.0166800024,-0.0539549602,-0.0372749578
2305,0.0167026635,-0.0539772906,-0.0372746270
2306,0.0167253561,-0.0539993836,-0.0372740275
2307,0.0167480809,-0.0540237019,-0.0372756210
2308,0.0167708378,-0.0540456381,-0.0372748003
2309,0.0167936264,-0.0540681337,-0.0372745073
2310,0.0168164473,-0.0540922204,-0.0372757731
2311,0.0168393006,-0.0541145779,-0.0372752774
2312,0.0168621856,-0.0541369868,-0.0372748012
2313,0.0168851032,-0.0541610485,-0.0372759453
2314,0.0169080532,-0.0541834567,-0.0372754035
2315,0.0169310352,-0.0542059532,-0.0372749180
2316,0.0169540498,-0.0542300922,-0.0372760424
2317,0.0169770970,-0.0542525294,-0.0372754324
2318,0.0170001763,-0.0542752041,-0.0372750277
2319,0.0170232885,-0.0542992672,-0.0372759787
2320,0.0170464334,-0.0543218889,-0.0372754555
2321,0.0170696104,-0.0543442550,-0.0372746446
2322,0.0170928205,-0.0543685738,-0.0372757533
2323,0.0171160635,-0.0543913306,-0.0372752672
2324,0.0171393389,-0.0544141160,-0.0372747771
2325,0.0171626474,-0.0544381563,-0.0372755089
2326,0.0171859889,-0.0544610894,-0.0372751004
2327,0.0172093634,-0.0544843598,-0.0372749965
2328,0.0172327718,-0.0545098671,-0.0372770953
2329,0.0172562139,-0.0545325293,-0.0372763154
2330,0.0172796887,-0.0545553338,-0.0372756451
2331,0.0173031969,-0.0545798040,-0.0372766072
2332,0.0173267391,-0.0546042107,-0.0372774716
2333,0.0173503142,-0.0546251724,-0.0372748582
2334,0.0173739221,-0.0546496919,-0.0372757698
2335,0.0173975643,-0.0546741330,-0.0372765688
2336,0.0174212401,-0.0546971505,-0.0372759104
2337,0.0174449490,-0.0547198655,-0.0372749165
2338,0.0174686916,-0.0547442921,-0.0372756006
2339,0.0174924679,-0.0547672745,-0.0372748066
2340,0.0175162778,-0.0547913935,-0.0372751156
2341,0.0175401224,-0.0548167055,-0.0372765831
2342,0.0175640021,-0.0548417440,-0.0372777419
2343,0.0175879158,-0.0548646910,-0.0372767752
2344,0.0176118628,-0.0548872156,-0.0372753528
2345,0.0176358440,-0.0549124263,-0.0372765823
2346,0.0176598593,-0.0549350877,-0.0372752284
2347,0.0176839082,-0.0549580246,-0.0372741164
2348,0.0177079913,-0.0549830251,-0.0372750338
2349,0.0177321102,-0.0550097770,-0.0372776668
2350,0.0177562643,-0.0550326962,-0.0372764319
2351,0.0177804521,-0.0550560000,-0.0372755479
2352,0.0178046744,-0.0550808268,-0.0372761523
2353,0.0178289313,-0.0551038078,-0.0372748765
2354,0.0178532221,-0.0551271036,-0.0372738815
2355,0.0178775479,-0.0551529982,-0.0372754503
2356,0.0179019099,-0.0551787990,-0.0372768891
2357,0.0179263071,-0.0552022412,-0.0372759341
2358,0.0179507384,-0.0552252782,-0.0372745399
2359,0.0179752045,-0.0552502728,-0.0372750683
2360,0.0179997063,-0.0552753872,-0.0372756809
2361,0.0180242438,-0.0553005163,-0.0372762725
2362,0.0180488165,-0.0553238780,-0.0372750615
2363,0.0180734243,-0.0553490187,-0.0372755945
2364,0.0180980679,-0.0553742225,-0.0372761545
2365,0.0181227468,-0.0553972809,-0.0372745341
2366,0.0181474609,-0.0554229279,-0.0372754669
2367,0.0181722112,-0.0554481738,-0.0372759625
2368,0.0181969976,-0.0554731426,-0.0372761450
2369,0.0182218195,-0.0554967370,-0.0372749175
2370,0.0182466765,-0.0555209724,-0.0372742959
2371,0.0182715698,-0.0555470490,-0.0372754792
2372,0.0182964998,-0.0555726762,-0.0372761764
2373,0.0183214662,-0.0555978429,-0.0372763767
2374,0.0183464688,-0.0556224296,-0.0372759608
2375,0.0183715072,-0.0556470350,-0.0372755278
2376,0.0183965818,-0.0556721579,-0.0372755761
2377,0.0184216931,-0.0556978718,-0.0372761787
2378,0.0184468407,-0.0557221812,-0.0372753406
2379,0.0184720243,-0.0557469747,-0.0372749503
2380,0.0184972445,-0.0557724815,-0.0372752370
2381,0.0185225014,-0.0557977420,-0.0372752406
2382,0.0185477961,-0.0558252878,-0.0372774917
2383,0.0185731279,-0.0558491390,-0.0372760112
2384,0.0185984952,-0.0558727747,-0.0372742796
2385,0.0186238992,-0.0558992194,-0.0372753201
2386,0.0186493413,-0.0559260862,-0.0372767450
2387,0.0186748209,-0.0559514743,-0.0372766534
2388,0.0187003375,-0.0559761884,-0.0372758509
2389,0.0187258908,-0.0560012811,-0.0372753902
2390,0.0187514811,-0.0560267448,-0.0372752637
2391,0.0187771092,-0.0560534500,-0.0372763407
2392,0.0188027757,-0.0560801950,-0.0372774193
2393,0.0188284795,-0.0561042422,-0.0372757627
2394,0.0188542198,-0.0561289537,-0.0372747340
2395,0.0188799977,-0.0561557328,-0.0372757351
2396,0.0189058139,-0.0561815117,-0.0372756978
2397,0.0189316683,-0.0562083717,-0.0372767034
2398,0.0189575606,-0.0562335042,-0.0372759436
2399,0.0189834906,-0.0562590692,-0.0372755787
2400,0.0190094582,-0.0562844804,-0.0372750222
2401,0.0190354639,-0.0563111565,-0.0372756926
2402,0.0190615082,-0.0563369956,-0.0372754873
2403,0.0190875915,-0.0563650953,-0.0372775037
2404,0.0191137132,-0.0563892401,-0.0372755269
2405,0.0191398721,-0.0564142482,-0.0372743762
2406,0.0191660694,-0.0564416025,-0.0372755331
2407,0.0191923055,-0.0564673208,-0.0372750152
2408,0.0192185810,-0.0564955916,-0.0372770106
2409,0.0192448958,-0.0565216353,-0.0372767394
2410,0.0192712490,-0.0565467352,-0.0372754863
2411,0.0192976409,-0.0565740900,-0.0372764491
2412,0.0193240711,-0.0565980361,-0.0372739649
2413,0.0193505403,-0.0566262958,-0.0372757555
2414,0.0193770492,-0.0566527604,-0.0372757112
2415,0.0194035979,-0.0566809167,-0.0372773188
2416,0.0194301865,-0.0567072367,-0.0372770502
2417,0.0194568138,-0.0567325513,-0.0372757375
2418,0.0194834803,-0.0567597336,-0.0372762533
2419,0.0195101861,-0.0567854023,-0.0372752162
2420,0.0195369312,-0.0568125766,-0.0372756455
2421,0.0195637160,-0.0568388146,-0.0372750986
2422,0.0195905411,-0.0568673578,-0.0372768167
2423,0.0196174066,-0.0568937936,-0.0372763871
2424,0.0196443116,-0.0569205940,-0.0372762824
2425,0.0196712563,-0.0569467904,-0.0372755340
2426,0.0196982407,-0.0569733562,-0.0372751154
2427,0.0197252650,-0.0569999237,-0.0372746587
2428,0.0197523298,-0.0570284768,-0.0372761470
2429,0.0197794354,-0.0570548844,-0.0372754490
2430,0.0198065818,-0.0570835951,-0.0372770134
2431,0.0198337690,-0.0571101898,-0.0372764208
2432,0.0198609972,-0.0571389050,-0.0372779078
2433,0.0198882655,-0.0571635704,-0.0372753049
2434,0.0199155741,-0.0571922495,-0.0372766754
2435,0.0199429230,-0.0572170934,-0.0372741704
2436,0.0199703123,-0.0572456100,-0.0372752977
2437,0.0199977428,-0.0572723698,-0.0372746269
2438,0.0200252147,-0.0573012590,-0.0372760443
2439,0.0200527284,-0.0573291417,-0.0372764133
2440,0.0200802836,-0.0573569223,-0.0372766387
2441,0.0201078803,-0.0573846572,-0.0372767769
2442,0.0201355186,-0.0574125010,-0.0372769824
2443,0.0201631978,-0.0574385933,-0.0372753955
2444,0.0201909179,-0.0574663189,-0.0372754010
2445,0.0202186794,-0.0574935786,-0.0372748991
2446,0.0202464821,-0.0575203841,-0.0372739020
2447,0.0202743266,-0.0575493980,-0.0372750714
2448,0.0203022136,-0.0575774159,-0.0372752023
2449,0.0203301427,-0.0576054412,-0.0372752985
2450,0.0203581145,-0.0576348480,-0.0372767335
2451,0.0203861286,-0.0576615385,-0.0372754099
2452,0.0204141849,-0.0576908841,-0.0372766992
2453,0.0204422841,-0.0577188209,-0.0372765368
2454,0.0204704257,-0.0577470765,-0.0372766509
2455,0.0204986103,-0.0577762466,-0.0372776364
2456,0.0205268371,-0.0578027496,-0.0372759125
2457,0.0205551057,-0.0578307493,-0.0372756436
2458,0.0205834171,-0.0578591783,-0.0372757612
2459,0.0206117712,-0.0578871601,-0.0372753888
2460,0.0206401679,-0.0579148608,-0.0372746929
2461,0.0206686072,-0.0579431034,-0.0372744963
2462,0.0206970895,-0.0579713153,-0.0372742258
2463,0.0207256153,-0.0580008891,-0.0372752738
2464,0.0207541848,-0.0580292206,-0.0372750358
2465,0.0207827975,-0.0580577834,-0.0372749859
2466,0.0208114540,-0.0580872207,-0.0372757667
2467,0.0208401543,-0.0581155643,-0.0372754100
2468,0.0208688982,-0.0581443130,-0.0372754148
2469,0.0208976861,-0.0581737310,-0.0372760449
2470,0.0209265180,-0.0582025845,-0.0372760665
2471,0.0209553936,-0.0582307577,-0.0372753641
2472,0.0209843134,-0.0582604780,-0.0372761646
2473,0.0210132780,-0.0582902007,-0.0372769226
2474,0.0210422870,-0.0583189071,-0.0372766201
2475,0.0210713401,-0.0583478053,-0.0372764653
2476,0.0211004376,-0.0583773234,-0.0372768857
2477,0.0211295798,-0.0584059777,-0.0372763979
2478,0.0211587661,-0.0584350112,-0.0372762450
2479,0.0211879972,-0.0584647098,-0.0372767125
2480,0.0212172736,-0.0584947204,-0.0372774468
2481,0.0212465949,-0.0585233586,-0.0372767636
2482,0.0212759608,-0.0585522649,-0.0372763040
2483,0.0213053718,-0.0585823224,-0.0372769506
2484,0.0213348283,-0.0586121655,-0.0372773372
2485,0.0213643301,-0.0586411446,-0.0372768145
2486,0.0213938767,-0.0586702289,-0.0372763522
2487,0.0214234687,-0.0587004414,-0.0372769726
2488,0.0214531067,-0.0587303447,-0.0372772380
2489,0.0214827902,-0.0587592144,-0.0372764242
2490,0.0215125193,-0.0587895173,-0.0372769980
2491,0.0215422941,-0.0588185531,-0.0372762590
2492,0.0215721147,-0.0588490673,-0.0372769526
2493,0.0216019816,-0.0588789247,-0.0372769431
2494,0.0216318945,-0.0589080960,-0.0372762015
2495,0.0216618534,-0.0589386685,-0.0372768151
2496,0.0216918584,-0.0589676943,-0.0372758359
2497,0.0217219096,-0.0589980803,-0.0372761708
2498,0.0217520074,-0.0590282702,-0.0372762628
2499,0.0217821521,-0.0590589170,-0.0372767649
2500,0.0218123433,-0.0590882300,-0.0372758867
2501,0.0218425809,-0.0591184143,-0.0372758334
2502,0.0218728651,-0.0591479807,-0.0372751156
2503,0.0219031960,-0.0591783977,-0.0372752017
2504,0.0219335741,-0.0592091066,-0.0372755325
2505,0.0219639995,-0.0592395420,-0.0372755425
2506,0.0219944719,-0.0592692349,-0.0372747630
2507,0.0220249912,-0.0592995844,-0.0372745932
2508,0.0220555580,-0.0593301298,-0.0372745718
2509,0.0220861720,-0.0593597182,-0.0372735463
2510,0.0221168340,-0.0593924600,-0.0372756260
2511,0.0221475449,-0.0594233764,-0.0372758316
2512,0.0221783036,-0.0594539489,-0.0372756453
2513,0.0222091112,-0.0594869183,-0.0372778071
2514,0.0222399679,-0.0595177819,-0.0372778140
2515,0.0222708722,-0.0595471273,-0.0372762552
2516,0.0223018241,-0.0595782547,-0.0372764306
2517,0.0223328245,-0.0596090974,-0.0372762729
2518,0.0223638732,-0.0596401047,-0.0372762315
2519,0.0223949704,-0.0596710004,-0.0372760300
2520,0.0224261158,-0.0597011558,-0.0372750401
2521,0.0224573092,-0.0597316810,-0.0372743719
2522,0.0224885513,-0.0597628881,-0.0372743369
2523,0.0225198423,-0.0597940674,-0.0372742251
2524,0.0225511831,-0.0598268655,-0.0372756824
2525,0.0225825739,-0.0598583443,-0.0372757704
2526,0.0226140147,-0.0598915766,-0.0372775619
2527,0.0226455057,-0.0599228055,-0.0372772999
2528,0.0226770459,-0.0599539145,-0.0372768686
2529,0.0227086355,-0.0599853140,-0.0372766785
2530,0.0227402745,-0.0600162974,-0.0372760229
2531,0.0227719629,-0.0600475437,-0.0372755807
2532,0.0228037011,-0.0600789486,-0.0372752475
2533,0.0228354890,-0.0601104696,-0.0372749806
2534,0.0228673267,-0.0601418550,-0.0372745283
2535,0.0228992152,-0.0601752966,-0.0372760814
2536,0.0229311556,-0.0602089200,-0.0372777643
2537,0.0229631470,-0.0602400876,-0.0372769406
2538,0.0229951885,-0.0602717886,-0.0372766001
2539,0.0230272803,-0.0603033107,-0.0372760304
2540,0.0230594224,-0.0603347047,-0.0372752823
2541,0.0230916149,-0.0603664346,-0.0372748197
2542,0.0231238579,-0.0603979413,-0.0372740834
2543,0.0231561525,-0.0604318543,-0.0372757018
2544,0.0231884997,-0.0604653635,-0.0372768637
2545,0.0232208992,-0.0604985613,-0.0372776621
2546,0.0232533501,-0.0605301126,-0.0372767624
2547,0.0232858520,-0.0605618843,-0.0372760323
2548,0.0233184048,-0.0605934654,-0.0372750605
2549,0.0233510089,-0.0606256984,-0.0372746895
2550,0.0233836643,-0.0606574775,-0.0372738132
2551,0.0234163724,-0.0606923257,-0.0372759533
2552,0.0234491344,-0.0607264407,-0.0372773062
2553,0.0234819490,-0.0607583898,-0.0372764408
2554,0.0235148153,-0.0607905875,-0.0372757723
2555,0.0235477332,-0.0608222953,-0.0372745622
